NDID,grams_Pro_per_100g,grams_Fat_per_100g,grams_Cho_per_100g,Category_1,Category_2,Category_3,Serving_Size,Store,Package_Amount,Price_per_Package
ND01490,9.11,7.43,63.94,Spices_and_Herbs,Seasonings,Null,"1g=1 tsp, leaves / 2.7g=1 tbsp, leaves",I,19,3.49
ND01491,10.39,3.26,63.95,Spices_and_Herbs,Seasonings,Null,"2g=1 tsp, ground / 6.9g=1 tbsp, ground",I,120,5.69
ND01481,4.88,15.22,64.06,Spices_and_Herbs,Seasonings,Null,1g=1 tsp / 3.3g=1 tbsp,I,9,2.77
ND01517,7.142857143,28.57142857,64.28571429,Sweets,Chocolate,Null,1 Tbsp,WD,340,3.69
ND00905,15.55555556,6.666666667,64.44444444,Grains,Oats,Null,1 packet,PB,360,3.99
ND00851,2.5,0,65,Fruits,Prunes,Null,5 prunes,PB,255,3.15
ND01605,0,0,65,Sweets,Syrups_and_Toppings,Null,1 Tbsp,SW,623.6,2.18
ND01484,5.97,13,65.53,Spices_and_Herbs,Seasonings,Null,2g=1 tsp / 6.5g=1 tbsp,I,24,5.69
ND00270,0,0,65.78947368,Beverages,Powdered_Mix,Null,0.5 packet,WD,36.8,2.99
ND00927,13.33333333,16.66666667,65.83333333,Grains,Snacks,Null,51 pieces ,PB,187,2.39
ND01609,2.43902439,0,65.85365854,Sweets,Syrups_and_Toppings,Null,2 Tbsp,SW,623,2.28
ND01231,0,13.88888889,65.97222222,Nuts_and_Seeds,Coconut,Null,2 tbsp,PB,425,2.59
ND01498,16.66666667,0,66.66666667,Spices_and_Herbs,Seasonings,Null,2 tsp,SW,35,0.55
ND01499,16.66666667,0,66.66666667,Spices_and_Herbs,Seasonings,Null,2 tsp,SW,35,0.68
ND01819,16.66666667,0,66.66666667,Spices_and_Herbs,Seasonings,Null,2 tsp,SW,35,0.68
ND01514,6.666666667,30,66.66666667,Sweets,Chocolate,Null,32 chips,WD,340,4.29
ND01516,6.666666667,26.66666667,66.66666667,Sweets,Chocolate,Null,1 tbsp,PB ,340,2.99
ND01519,8.333333333,29.16666667,66.66666667,Sweets,Chocolate,Null,1 Tbsp,SW,326,2.48
ND00906,14.28571429,7.142857143,67.85714286,Grains,Oats,Null,1 packet,PB,336,3.79
ND00743,0,0,67.93478261,Formulas,Protein,Null,1 packet,I,128,23.99
ND01818,12.5,12.5,68.75,Spices_and_Herbs,Seasonings,Null,1 .33 tbsp,SW,106,1.98
ND01527,12.5,6.25,68.75,Sweets,Cocoa_Powder,Null,1 Envelope,SW,125,1.98
ND01489,9,4.28,68.92,Spices_and_Herbs,Seasonings,Null,"1g=1 tsp, leaves / 1.8g=1 tsp, ground",I,72,2.79
ND00926,10,16.66666667,69.16666667,Grains,Snacks,Null,55 pieces,PB,187,2.39
ND00928,10,16.66666667,69.16666667,Grains,Snacks,Null,55 pieces,PB,187,2.39
ND01482,5.76,12.6,69.28,Spices_and_Herbs,Seasonings,Null,1g=1 tsp / 5.6g=1 tbsp,I,31,4.49
ND00271,0,0,69.44444444,Beverages,Powdered_Mix,Null, 1/8 packet,WD,82,3.99
ND00871,15,7.5,70,Grains,Bread,Null,2 slices,PB,230,2.5
ND00932,10,20,70,Grains,Snacks,Null,55 pieces ,PB ,187,2.39
ND01525,7.407407407,12.96296296,70.37037037,Sweets,Cocoa_Powder,Null,3 Tbsp,SW,453,3.62
ND00901,11.76470588,5.882352941,70.58823529,Grains,Oats,Null,1 packet,PB,340,3.99
ND00902,9.677419355,4.838709677,70.96774194,Grains,Oats,Null,1 packet,PB,328,3.99
ND00874,14.28571429,10.71428571,71.42857143,Grains,Bread,Null,1 slice,PB,200,2.5
ND00878,10.71428571,7.142857143,71.42857143,Grains,Cereal,Null,1 cup,SW,510,3.52
ND01488,8.98,4.24,71.62,Spices_and_Herbs,Seasonings,Null,1g=1 tsp / 5.2g=1 tbsp,I,24,3.19
ND00011,13.33333333,6.666666667,71.66666667,Baby_Foods,Baby_Cereal_and_Rice_Snacks,Null,0.25 cup,SW,227,2.08
ND01510,7.692307692,0,71.79487179,Sweets,Candy,Null,15 bears,PB,369,1.67
ND00870,14.28571429,5.357142857,71.875,Grains,Bread,Null,0.25 cup,PB,425,1.95
ND01485,6.09,8.69,72.12,Spices_and_Herbs,Seasonings,Null,1g=1 tsp / 6g=1 tbsp,I,25,2.96
ND00916,10,3.75,72.5,Grains,Popcorn,Null,3 tbsp unpopped,PB,850,5.29
ND00915,10,3.75,72.5,Grains,Popcorn,Null,3 tbsp unpopped,PB,850,5.29
ND01526,9.090909091,4.545454545,72.72727273,Sweets,Cocoa_Powder,Null,2 Tbsp,SW,453,4.28
ND01497,16.55,0.73,72.73,Spices_and_Herbs,Seasonings,Null,3g=1 tsp / 9.7g=1 tbsp,I,255,2.99
ND00910,8.108108108,6.756756757,72.97297297,Grains,Oats,Null,1 packet,PB,370,3.63
ND00912,12.5,1.785714286,73.21428571,Grains,Pasta,Null,0.5 cup dry,SW,907,2.38
ND00913,12.5,1.785714286,73.21428571,Grains,Pasta,Null,2 oz (1/8 pkg) dry,PB,454,1.69
ND00929,6.666666667,16.66666667,73.33333333,Grains,Snacks,Null,9 minicakes,PB,172,2.69
ND00918,6.666666667,10,73.33333333,Grains,Snacks,Null,5 crackers ,PB,435,3.19
ND00911,8,8,74,Grains,Oats,Null,1 packet,PB,400,3.36
ND01508,0,0,74.07407407,Sweets,Candy,Null,1 stick,SW,40.5,0.96
ND00890,19.35483871,1.612903226,74.19354839,Grains,Cereal,Null,1 cup,SW,510,3.48
ND00900,9.302325581,4.651162791,74.41860465,Grains,Oats,Null,1 packet,PB,430,3.63
ND01487,7.61,8.36,74.97,Spices_and_Herbs,Seasonings,Null,"0g=1 tsp, crumbled / 1.8g=1 tbsp, crumbled",I,3,2.48
ND00012,0,14.28571429,75,Baby_Foods,Baby_Cereal_and_Rice_Snacks,Null,1 biscuit ,SW,126,1.98
ND00899,7.142857143,5.357142857,75,Grains,Grains_Other,Null,1 packet,PB,340.2,3.15
ND00923,6.25,15.625,75,Grains,Snacks,Null,9 minicakes,PB,172,2.69
ND01472,0,0,75,Spices_and_Herbs,Seasonings,Null,2 tsp,SW,28,0.78
ND01820,0,0,75,Spices_and_Herbs,Seasonings,Null,2 tsp,SW,28,0.78
ND00903,8.888888889,4.444444444,75.55555556,Grains,Oats,Null,1 packet,PB,360,2.98
ND00904,8.888888889,4.444444444,75.55555556,Grains,Oats,Null,1 packet,PB,360,2.98
ND00921,7.142857143,10.71428571,75.89285714,Grains,Snacks,Null,5 crackers,PB,453,1.39
ND01599,0.09,0.45,76.3975,Sweets,Sweeteners,Null,6g=1 tsp / 55g=.25 cup,PB,667,8.49
ND00909,9.302325581,4.651162791,76.74418605,Grains,Oats,Null,1 packet,SW,430,2.5
ND00907,8.571428571,5.714285714,77.14285714,Grains,Oats,Null,1 packet,PB,350,3.63
ND00908,8.571428571,5.714285714,77.14285714,Grains,Oats,Null,1 packet,PB,350,3.63
ND00914,12.5,1.785714286,77.23214286,Grains,Pasta,Null,0.5 cup uncooked,PB,454,1.33
ND00920,6.451612903,11.29032258,77.41935484,Grains,Snacks,Null,8 crackers,PB,408,4.19
ND00919,6.451612903,11.29032258,77.41935484,Grains,Snacks,Null,8 crackers,PB,408,4.19
ND00922,6.451612903,9.677419355,77.41935484,Grains,Snacks,Null,8 crackers ,SW,408,2.98
ND00867,11.11111111,0,77.77777778,Grains,Bread,Null,2 slices ,LK,270,3.29
ND01566,0,0,78.125,Sweets,Puddings,Null,0.25 package ,PB,25,1.19
ND01567,0,0,78.125,Sweets,Puddings,Null,0.25 package,PB,28,1.19
ND01571,0,0,78.125,Sweets,Puddings,Null,0.25 package,PB,28,1.19
ND01568,0,0,78.125,Sweets,Puddings,Null,0.25 package,PB,28,1.19
ND01569,0,0,78.125,Sweets,Puddings,Null,0.25 package,PB,28,1.19
ND01570,0,0,78.125,Sweets,Puddings,Null,0.25 package,PB,28,1.19
ND00873,14.28571429,0,78.57142857,Grains,Bread,Null,1 slice ,SW,275,2.54
ND00852,2.5,0,78.75,Fruits,Raisins,Null,0.25 cup,PB,567,3
ND00891,7.142857143,5.357142857,79.01785714,Grains,Cereal,Null,3/4 cup,SW,347,2.89
ND01492,10.41,1.04,79.12,Spices_and_Herbs,Seasonings,Null,2g=1 tsp / 6.9g=1 tbsp,I,127,3.59
ND00869,11.11111111,2.777777778,79.86111111,Grains,Bread,Null,3 slices,PB,140,1.99
ND01480,3.99,1.24,80.59,Spices_and_Herbs,Seasonings,Null,2g=1 tsp / 7.9g=1 tbsp,I,116,2.89
ND00897,6.25,7.8125,81.25,Grains,Cereal,Null,3/4 cup,SW,362,3.28
ND00882,3.703703704,5.555555556,81.48148148,Grains,Cereal,Null,3/4 cup,SW,318,2.98
ND00884,7.407407407,5.555555556,81.48148148,Grains,Cereal,Null,3/4 cup,SW,340,2.98
ND00868,9.090909091,0,81.81818182,Grains,Bread,Null,1 slice,PB,275,2.5
ND01588,9.090909091,0,81.81818182,Sweets,Puddings,Null,0.25 pacakge,PB,39,1.19
ND00924,6.25,9.375,82.03125,Grains,Snacks,Null,5 crackers,PB,453,2.95
ND00893,6.666666667,5,82.08333333,Grains,Cereal,Null,3/4 cup,SW,365,3.98
ND00892,7.142857143,5.357142857,82.14285714,Grains,Cereal,Null,3/4 cup,SW,320,2.82
ND00782,0,0,82.5,Fruits,Berries,Other,0.25 cup,PB,510,4.99
ND00888,6.896551724,5.172413793,82.75862069,Grains,Cereal,Null,1 cup,SW,340,3.52
ND00877,10.63829787,2.127659574,82.9787234,Grains,Cereal,Null,3/4 cup,PB,396,3.69
ND00272,0,0,83.33333333,Beverages,Powdered_Mix,Null, 1/8 packet,WD,65,3.99
ND00273,0,0,83.33333333,Beverages,Powdered_Mix,Null, 1/8 packet,WM,68,2.48
ND00895,3.333333333,6.666666667,83.33333333,Grains,Cereal,Null,3/4 cup,SW,343,3.28
ND00894,3.333333333,6.666666667,83.33333333,Grains,Cereal,Null,3/4 Cup,SW,343,3.28
ND00875,6.666666667,3.333333333,83.33333333,Grains,Cereal,Null,0.5 cup,SW,459,3.74
ND01565,0,0,83.33333333,Sweets,Puddings,Null,0.25 package,PB,22,1.19
ND00881,7.547169811,1.886792453,84.90566038,Grains,Cereal,Null,1 cup,SW,703,3.68
ND00885,3.703703704,5.555555556,85.18518519,Grains,Cereal,Null,3/4 Cup,SW,340,2.98
ND00886,7.407407407,1.851851852,85.18518519,Grains,Cereal,Null,1 cup,SW,340,3.32
ND00008,14.28571429,0,85.71428571,Baby_Foods,Baby_Cereal_and_Rice_Snacks,Null,75 pieces,SW,60,2.88
ND01802,14.28571429,0,85.71428571,Baby_Foods,Baby_Cereal_and_Rice_Snacks,Null,0.5 cup,SW,42,2.78
ND00025,14.28571429,0,85.71428571,Baby_Foods,Baby_Dairy,Null,32 pieces,PB,28,2.99
ND00026,14.28571429,0,85.71428571,Baby_Foods,Baby_Dairy,Null,32 pieces,SW,28,2.48
ND00879,3.571428571,3.571428571,85.71428571,Grains,Cereal,Null,3/4 cup,SW,309,2.98
ND00880,7.142857143,0,85.71428571,Grains,Cereal,Null,1 cup,SW,680,3.38
ND00889,6.451612903,1.612903226,86.69354839,Grains,Cereal,Null,1 cup ,PB ,340,3.69
ND00009,12.5,0,87.5,Baby_Foods,Baby_Cereal_and_Rice_Snacks,Null,4 rusks,WD,50,2.09
ND00010,12.5,0,87.5,Baby_Foods,Baby_Cereal_and_Rice_Snacks,Null,4 rusks,WD,50,2.99
ND00858,0,0,87.5,Grains,Baking_Powder_and_Cornstarch,Cornstarch,1 tbsp,PB,340,1.39
ND00887,6.25,1.5625,87.5,Grains,Cereal,Null,3/4 cup,SW,354,3.28
ND01600,0.94,0,89.11,Sweets,Sweeteners,Null,"1g=1 serving,  1 packet / 0.8g=1 serving,  1 packet SUGAR TWIN",PB,250,2.99
ND00001,0,0,89.28571429,Baby_Foods,Baby_Cereal_and_Rice_Snacks,Null,0.5 cup (60 pieces),PB,42,2
ND00002,0,0,89.28571429,Baby_Foods,Baby_Cereal_and_Rice_Snacks,Null,0.5 cup (60 pieces),SW,42,1.98
ND00003,0,0,89.28571429,Baby_Foods,Baby_Cereal_and_Rice_Snacks,Null,0.5 cup (60 pieces),SW,42,1.98
ND00004,0,0,89.28571429,Baby_Foods,Baby_Cereal_and_Rice_Snacks,Null,0.5 cup (60 pieces),SW,42,1.98
ND00005,0,0,89.28571429,Baby_Foods,Baby_Cereal_and_Rice_Snacks,Null,0.5 cup (60 pieces),PB,42,2
ND00006,0,0,89.28571429,Baby_Foods,Baby_Cereal_and_Rice_Snacks,Null,0.5 cup (60 pieces),SW,42,1.98
ND00007,0,0,89.28571429,Baby_Foods,Baby_Cereal_and_Rice_Snacks,Null,0.5 cup (60 pieces),SW,42,1.98
ND01804,0,0,89.28571429,Baby_Foods,Baby_Cereal_and_Rice_Snacks,Null,0.5 cup,SW,42,2.78
ND00276,0,0,89.28571429,Beverages,Powdered_Mix,Null, 1/8 packet,SW,52.5,2.48
ND00277,0,0,89.28571429,Beverages,Powdered_Mix,Null, 1/8 packet,WD,53,3.99
ND00027,14.28571429,0,92.85714286,Baby_Foods,Baby_Dairy,Null,0.25 cup ,SW,28,2.48
ND00028,14.28571429,0,92.85714286,Baby_Foods,Baby_Dairy,Null,0.25 cup ,SW,28,2.48
ND00029,14.28571429,0,92.85714286,Baby_Foods,Baby_Dairy,Null,0.25 cup ,PB,28,2.99
ND00872,6.666666667,0,93.33333333,Grains,Bread,Null,1 slice,PB,275,2.5
ND01320,0,0,93.33333333,Sauces_Soups_Condiments_Dressing,Dressings,Balsmic_Vinegar,1 tbsp,PB,250,5.49
ND00859,0,0,93.75,Grains,Baking_Powder_and_Cornstarch,Cornstarch,1 tbsp,PB,454,1.69
ND00274,0,0,94.11764706,Beverages,Powdered_Mix,Null,1/8 CAP makes 8 fl oz,PB,538,4.29
ND00275,0,0,94.11764706,Beverages,Powdered_Mix,Null,1/8 CAP makes 8 fl oz,PB,538,4.29
ND00709,0,0,94.5,Formulas,Carbohydrate,Null,100 g of powder,I,227,18
ND00278,0,0,96.15384615,Beverages,Powdered_Mix,Null, 1/8 packet,WD,57,3.99
ND00279,0,0,96.15384615,Beverages,Powdered_Mix,Null,0.5 packet,SW,22.6,2.48
ND00281,0,0,100,Beverages,Powdered_Mix,Null,0.5 packet,SW,17,2.48
ND00280,0,0,100,Beverages,Powdered_Mix,Null, 1/8 packet,WD,45,3.99
ND00853,0,0,100,Grains,Baking_Powder_and_Cornstarch,Bakin_Powder,1/8 tsp,WD,113,1.79
ND01901,16.54,30.74,100,Nuts_and_Seeds,Chia_Seeds,Null,28g=1 oz / g=,PB,454,9.99
ND01319,0,0,100,Sauces_Soups_Condiments_Dressing,Dressings,Balsmic_Vinegar,1 tbsp,PB,250,5.49
ND01927,0,0,100,Supplement,Minerals,Null,2 Caplets,CVS,120,12.99
ND01928,0,0,100,Supplement,Minerals,Null,2 Tablets,CVS,120,13.99
ND01905,0,0,100,Supplement,Minerals,Null,1 Tablet,WM,120,6
ND01906,0,0,100,Supplement,Minerals,Null,2 tablets,SW,180,7.88
ND01879,0,0,100,Supplement,Minerals,Null,1 soft gel,CVS,100,17.29
ND01923,0,0,100,Supplement,Minerals,Null,1 Tablet,CVS,200,8.79
ND01880,0,0,100,Supplement,Minerals,Null,1 Softgel,CVS,90,10.49
ND01929,0,0,100,Supplement,Minerals,Null,1 Caplet,CVS,160,16.29
ND01931,0,0,100,Supplement,Multivitamins,Null,1 Tablet,CVS,200,18.99
ND01884,0,0,100,Supplement,Multivitamins,Null,1 tablet,CVS,300,22.99
ND01886,0,0,100,Supplement,Multivitamins,Null,1 Tablet,CVS,200,18.99
ND01922,0,0,100,Supplement,Multivitamins,Null,1 Tablet,CVS,120,12.29
ND01936,0,0,100,Supplement,Multivitamins,Null,1 Tablet,CVS,200,12.99
ND01926,0,0,100,Supplement,Multivitamins,Null,1 Tablet,CVS,120,9.99
ND01933,0,0,100,Supplement,Multivitamins,Null,1 Tablet,CVS,365,18.29
ND01930,0,0,100,Supplement,Multivitamins,Null,1 Tablet,CVS,200,14.99
ND01932,0,0,100,Supplement,Multivitamins,Null,1 Tablet,CVS,120,9.49
ND01907,0,0,100,Supplement,Multivitamins,Null,1 Tablet,WM,220,6.98
ND01908,0,0,100,Supplement,Multivitamins,Null,1 Tablet,WM,130,4.44
ND01909,0,0,100,Supplement,Multivitamins,Null,1 Tablet,SW,200,11.88
ND01910,0,0,100,Supplement,Multivitamins,Null,1 Tablet,WM,200,7.74
ND01911,0,0,100,Supplement,Multivitamins,Null,1 Tablet,WM,100,3.98
ND01925,0,0,100,Supplement,Multivitamins,Null,1 softgel,CVS,60,12.49
ND01935,0,0,100,Supplement,Multivitamins,Null,1 TABLET,CVS,200,17.79
ND01890,0,0,100,Supplement,Multivitamins,Null,1 tablet,CVS,200,17.79
ND01924,0,0,100,Supplement,Omegas,Null,1 softgel,CVS,180,19.99
ND01594,0,0,100,Sweets,Sweeteners,Null,1 packet,SW,50,2.24
ND01595,0,0,100,Sweets,Sweeteners,Null,1 tsp,SW,275,6.47
ND01596,0,0,100,Sweets,Sweeteners,Null,1 tsp,SW,275,6.98
ND00722,0,0,100,Formulas,Liquid_Nutrition,Null,1 L,I,1.1,4.98
ND00723,0,0,100,Formulas,Liquid_Nutrition,Null,1 L,I,1.1,4.98
ND01834,0,0,100,Supplement,Minerals,Null,1 Tablet,I,1000,N/A
